"","","","/表頭_項目_db","事業所数","合計","衣料品計","紳士服・洋品","婦人・子供服・洋品","その他の衣料品","身の回り品","飲食料品","その他計","家具","家庭用電気機械器具","家庭用品","その他の商品","食堂・喫茶","商品券販売額","営業日数","従業者数","売場面積"
"地域_db","表側_項目_db","時間軸_db","/単位_db","店","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","日","人","千平方m"
"宮城県","合計(百貨店＋スーパー)","2020年1～3月","","157","100003","12714","2462","5887","598","3767","69799","17491","223","1777","2755","12320","415","976","90.6","13162","640"
"宮城県","合計(百貨店＋スーパー)","2020年4～6月","","158","94435","8509","1837","3807","422","2443","72296","13629","184","1030","2551","9698","167","849","90.3","14330","641"
"宮城県","合計(百貨店＋スーパー)","2020年7～9月","","156","99984","10732","1850","4307","497","4078","73762","15490","218","1121","2894","11017","241","1031","91.7","14068","636"
"宮城県","合計(百貨店＋スーパー)","2020年10～12月","","157","108417","13289","2770","5565","632","4322","77760","17367","288","1214","3135","12403","327","1177","91.6","14932","638"
"宮城県","合計(百貨店＋スーパー)","2020年1月","","155","34948","5522","1173","2402","280","1666","23022","6404","102","667","1028","4416","191","416","30.7","14162","650"
"宮城県","合計(百貨店＋スーパー)","2020年2月","","155","31482","3384","633","1552","156","1044","22833","5265","47","366","828","3890","134","256","29.4","13846","650"
"宮城県","合計(百貨店＋スーパー)","2020年3月","","157","33573","3808","656","1933","162","1058","23944","5822","74","744","900","4014","90","305","30.5","13162","640"
"宮城県","合計(百貨店＋スーパー)","2020年4月","","157","29258","1487","302","724","92","368","23794","3976","43","272","768","2848","45","277","29.9","14003","638"
"宮城県","合計(百貨店＋スーパー)","2020年5月","","157","31331","2521","543","1171","129","679","24415","4395","51","333","813","3152","46","235","30.5","14482","638"
"宮城県","合計(百貨店＋スーパー)","2020年6月","","158","33845","4501","992","1912","201","1396","24087","5258","89","425","970","3697","76","337","29.9","14330","641"
"宮城県","合計(百貨店＋スーパー)","2020年7月","","157","33920","3774","679","1528","171","1396","24939","5206","84","390","966","3686","81","402","30.7","14225","638"
"宮城県","合計(百貨店＋スーパー)","2020年8月","","157","34298","3432","588","1389","167","1287","25579","5288","64","402","1040","3704","78","336","30.9","14650","638"
"宮城県","合計(百貨店＋スーパー)","2020年9月","","156","31766","3526","583","1390","159","1395","23244","4996","70","330","888","3627","82","292","30.1","14068","636"
"宮城県","合計(百貨店＋スーパー)","2020年10月","","156","32938","4458","924","1997","214","1323","23337","5143","112","350","969","3601","110","272","30.7","14211","636"
"宮城県","合計(百貨店＋スーパー)","2020年11月","","157","33977","4283","913","1815","210","1345","24256","5437","83","383","974","3892","106","342","30.2","14246","638"
"宮城県","合計(百貨店＋スーパー)","2020年12月","","157","41502","4548","933","1754","208","1653","30167","6788","93","481","1193","4909","112","563","30.7","14932","638"
"宮城県","百貨店","2018年","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","963","X"
"宮城県","百貨店","2019年","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","916","X"
"宮城県","百貨店","2020年","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","892","X"
"宮城県","百貨店","2018年度","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","961","X"
"宮城県","百貨店","2019年度","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","917","X"
"宮城県","百貨店","2020年1～3月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","917","X"
"宮城県","百貨店","2020年4～6月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","903","X"
"宮城県","百貨店","2020年7～9月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","894","X"
"宮城県","百貨店","2020年10～12月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","892","X"
"宮城県","百貨店","2020年1月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","915","X"
"宮城県","百貨店","2020年2月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","905","X"
"宮城県","百貨店","2020年3月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","917","X"
"宮城県","百貨店","2020年4月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","919","X"
"宮城県","百貨店","2020年5月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","910","X"
"宮城県","百貨店","2020年6月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","903","X"
"宮城県","百貨店","2020年7月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","901","X"
"宮城県","百貨店","2020年8月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","899","X"
"宮城県","百貨店","2020年9月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","894","X"
"宮城県","百貨店","2020年10月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","893","X"
"宮城県","百貨店","2020年11月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","892","X"
"宮城県","百貨店","2020年12月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","892","X"
"宮城県","スーパー","2018年","","152","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","14120","X"
"宮城県","スーパー","2019年","","153","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13953","X"
"宮城県","スーパー","2020年","","155","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","14040","X"
"宮城県","スーパー","2018年度","","151","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13490","X"
"宮城県","スーパー","2019年度","","155","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12245","X"
"宮城県","スーパー","2020年1～3月","","155","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12245","X"
"宮城県","スーパー","2020年4～6月","","156","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13427","X"
"宮城県","スーパー","2020年7～9月","","154","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13174","X"
"宮城県","スーパー","2020年10～12月","","155","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","14040","X"
"宮城県","スーパー","2020年1月","","153","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13247","X"
"宮城県","スーパー","2020年2月","","153","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12941","X"
"宮城県","スーパー","2020年3月","","155","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","12245","X"
"宮城県","スーパー","2020年4月","","155","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13084","X"
"宮城県","スーパー","2020年5月","","155","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13572","X"
"宮城県","スーパー","2020年6月","","156","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13427","X"
"宮城県","スーパー","2020年7月","","155","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13324","X"
"宮城県","スーパー","2020年8月","","155","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13751","X"
"宮城県","スーパー","2020年9月","","154","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13174","X"
"宮城県","スーパー","2020年10月","","154","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13318","X"
"宮城県","スーパー","2020年11月","","155","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","13354","X"
"宮城県","スーパー","2020年12月","","155","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","14040","X"
"秋田県","合計(百貨店＋スーパー)","2018年","","51","116891","12217","2684","6101","1395","2037","85281","19394","344","1345","3078","14152","475","1471","364.6","4649","258"
"秋田県","合計(百貨店＋スーパー)","2019年","","51","114182","11867","2591","5986","1332","1958","83113","19202","340","1402","2975","14002","482","1379","365","4641","258"
"秋田県","合計(百貨店＋スーパー)","2020年","","77","157258","11033","2343","5280","1615","1795","125498","20727","319","1431","4316","14220","440","1283","364.6","7191","315"
"秋田県","合計(百貨店＋スーパー)","2018年度","","51","116422","12122","2667","6076","1370","2009","84826","19475","344","1365","3041","14238","486","1432","364.6","4440","258"
"秋田県","合計(百貨店＋スーパー)","2019年度","","77","117981","11630","2524","5859","1356","1892","86980","19370","325","1376","3133","14063","473","1338","365.9","6956","314"
"秋田県","合計(百貨店＋スーパー)","2020年1～3月","","77","31269","2714","576","1341","354","442","23801","4754","65","335","858","3385","110","277","90.9","6956","314"
"秋田県","合計(百貨店＋スーパー)","2020年4～6月","","77","40590","2589","577","1230","400","382","32959","5041","77","341","1127","3422","74","272","90.8","7630","314"
"秋田県","合計(百貨店＋スーパー)","2020年7～9月","","77","41856","2477","455","1162","379","481","34169","5210","78","346","1145","3512","128","331","91.6","7094","314"
"秋田県","合計(百貨店＋スーパー)","2020年10～12月","","77","43543","3253","735","1546","482","490","34568","5722","100","409","1186","3900","128","403","91.3","7191","315"
"秋田県","合計(百貨店＋スーパー)","2020年1月","","51","9217","1077","247","523","121","186","6529","1611","24","146","247","1154","40","103","30.9","4529","258"
"秋田県","合計(百貨店＋スーパー)","2020年2月","","51","8596","752","161","385","86","119","6408","1436","19","92","231","1060","34","82","29","4393","258"
"秋田県","合計(百貨店＋スーパー)","2020年3月","","77","13457","885","168","433","147","137","10864","1707","22","97","380","1171","37","91","31","6956","314"
"秋田県","合計(百貨店＋スーパー)","2020年4月","","77","12819","585","118","266","106","95","10737","1497","15","75","364","1025","17","94","30","7017","314"
"秋田県","合計(百貨店＋スーパー)","2020年5月","","77","13877","842","183","423","125","111","11304","1731","24","112","376","1199","21","84","31","7630","314"
"秋田県","合計(百貨店＋スーパー)","2020年6月","","77","13894","1162","276","542","169","176","10918","1813","37","154","387","1199","36","93","29.8","7630","314"
"秋田県","合計(百貨店＋スーパー)","2020年7月","","77","13894","891","175","424","130","161","11251","1752","27","125","381","1177","42","124","30.7","7172","314"
"秋田県","合計(百貨店＋スーパー)","2020年8月","","77","15215","814","144","361","126","183","12511","1890","28","127","420","1271","43","118","31","7698","314"
"秋田県","合計(百貨店＋スーパー)","2020年9月","","77","12747","772","136","377","123","136","10407","1568","22","95","344","1064","43","89","29.9","7094","314"
"秋田県","合計(百貨店＋スーパー)","2020年10月","","77","13305","1069","233","544","152","141","10556","1680","40","114","367","1117","42","97","30.7","7100","314"
"秋田県","合計(百貨店＋スーパー)","2020年11月","","77","13309","1101","256","523","158","164","10423","1786","33","134","378","1199","42","112","29.9","7108","315"
"秋田県","合計(百貨店＋スーパー)","2020年12月","","77","16929","1083","246","479","173","185","13589","2257","27","160","442","1584","44","194","30.7","7191","315"
"秋田県","百貨店","2018年","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","369","X"
